projection,year,age,age_group,sex,pop
NMIGR,2097,15,17,M,19054.0
NMIGR,2098,15,17,M,18881.0
NMIGR,2099,15,17,M,18711.0
NMIGR,2100,15,17,M,18548.0
NMIGR,2022,16,17,M,30964.0
NMIGR,2023,16,17,M,33030.0
NMIGR,2024,16,17,M,33596.0
NMIGR,2025,16,17,M,34717.0
NMIGR,2026,16,17,M,36040.0
NMIGR,2027,16,17,M,34847.0
NMIGR,2028,16,17,M,34758.0
NMIGR,2029,16,17,M,34164.0
NMIGR,2030,16,17,M,32825.0
NMIGR,2031,16,17,M,34239.0
NMIGR,2032,16,17,M,33582.0
NMIGR,2033,16,17,M,33095.0
NMIGR,2034,16,17,M,32405.0
NMIGR,2035,16,17,M,31650.0
NMIGR,2036,16,17,M,30795.0
NMIGR,2037,16,17,M,29687.0
NMIGR,2038,16,17,M,29073.0
NMIGR,2039,16,17,M,28450.0
NMIGR,2040,16,17,M,27267.0
NMIGR,2041,16,17,M,26815.0
NMIGR,2042,16,17,M,26434.0
NMIGR,2043,16,17,M,26112.0
NMIGR,2044,16,17,M,25846.0
NMIGR,2045,16,17,M,25639.0
NMIGR,2046,16,17,M,25499.0
NMIGR,2047,16,17,M,25421.0
NMIGR,2048,16,17,M,25403.0
NMIGR,2049,16,17,M,25436.0
NMIGR,2050,16,17,M,25508.0
NMIGR,2051,16,17,M,25602.0
NMIGR,2052,16,17,M,25701.0
NMIGR,2053,16,17,M,25791.0
NMIGR,2054,16,17,M,25862.0
NMIGR,2055,16,17,M,25904.0
NMIGR,2056,16,17,M,25910.0
NMIGR,2057,16,17,M,25877.0
NMIGR,2058,16,17,M,25800.0
NMIGR,2059,16,17,M,25682.0
NMIGR,2060,16,17,M,25519.0
NMIGR,2061,16,17,M,25316.0
NMIGR,2062,16,17,M,25077.0
NMIGR,2063,16,17,M,24808.0
NMIGR,2064,16,17,M,24515.0
NMIGR,2065,16,17,M,24203.0
NMIGR,2066,16,17,M,23879.0
NMIGR,2067,16,17,M,23551.0
NMIGR,2068,16,17,M,23227.0
NMIGR,2069,16,17,M,22913.0
NMIGR,2070,16,17,M,22614.0
NMIGR,2071,16,17,M,22337.0
NMIGR,2072,16,17,M,22084.0
NMIGR,2073,16,17,M,21858.0
NMIGR,2074,16,17,M,21659.0
NMIGR,2075,16,17,M,21490.0
NMIGR,2076,16,17,M,21346.0
NMIGR,2077,16,17,M,21228.0
NMIGR,2078,16,17,M,21133.0
NMIGR,2079,16,17,M,21055.0
NMIGR,2080,16,17,M,20992.0
NMIGR,2081,16,17,M,20939.0
NMIGR,2082,16,17,M,20890.0
NMIGR,2083,16,17,M,20845.0
NMIGR,2084,16,17,M,20797.0
NMIGR,2085,16,17,M,20743.0
NMIGR,2086,16,17,M,20680.0
NMIGR,2087,16,17,M,20607.0
NMIGR,2088,16,17,M,20522.0
NMIGR,2089,16,17,M,20423.0
NMIGR,2090,16,17,M,20311.0
NMIGR,2091,16,17,M,20185.0
NMIGR,2092,16,17,M,20048.0
NMIGR,2093,16,17,M,19898.0
NMIGR,2094,16,17,M,19740.0
NMIGR,2095,16,17,M,19573.0
NMIGR,2096,16,17,M,19402.0
NMIGR,2097,16,17,M,19228.0
NMIGR,2098,16,17,M,19053.0
NMIGR,2099,16,17,M,18879.0
NMIGR,2100,16,17,M,18710.0
NMIGR,2022,17,17,M,30623.0
NMIGR,2023,17,17,M,32001.0
NMIGR,2024,17,17,M,33012.0
NMIGR,2025,17,17,M,33579.0
NMIGR,2026,17,17,M,34698.0
NMIGR,2027,17,17,M,36022.0
NMIGR,2028,17,17,M,34829.0
NMIGR,2029,17,17,M,34741.0
NMIGR,2030,17,17,M,34148.0
NMIGR,2031,17,17,M,32811.0
NMIGR,2032,17,17,M,34223.0
NMIGR,2033,17,17,M,33568.0
NMIGR,2034,17,17,M,33081.0
NMIGR,2035,17,17,M,32392.0
NMIGR,2036,17,17,M,31637.0
NMIGR,2037,17,17,M,30783.0
NMIGR,2038,17,17,M,29676.0
NMIGR,2039,17,17,M,29062.0
NMIGR,2040,17,17,M,28440.0
NMIGR,2041,17,17,M,27257.0
NMIGR,2042,17,17,M,26805.0
NMIGR,2043,17,17,M,26426.0
NMIGR,2044,17,17,M,26103.0
NMIGR,2045,17,17,M,25838.0
NMIGR,2046,17,17,M,25631.0
NMIGR,2047,17,17,M,25491.0
NMIGR,2048,17,17,M,25413.0
NMIGR,2049,17,17,M,25395.0
NMIGR,2050,17,17,M,25430.0
NMIGR,2051,17,17,M,25501.0
NMIGR,2052,17,17,M,25595.0
NMIGR,2053,17,17,M,25695.0
NMIGR,2054,17,17,M,25785.0
NMIGR,2055,17,17,M,25856.0
NMIGR,2056,17,17,M,25898.0
NMIGR,2057,17,17,M,25904.0
NMIGR,2058,17,17,M,25871.0
NMIGR,2059,17,17,M,25795.0
NMIGR,2060,17,17,M,25676.0
NMIGR,2061,17,17,M,25514.0
NMIGR,2062,17,17,M,25311.0
NMIGR,2063,17,17,M,25072.0
NMIGR,2064,17,17,M,24804.0
NMIGR,2065,17,17,M,24510.0
NMIGR,2066,17,17,M,24198.0
NMIGR,2067,17,17,M,23875.0
NMIGR,2068,17,17,M,23547.0
NMIGR,2069,17,17,M,23223.0
NMIGR,2070,17,17,M,22909.0
NMIGR,2071,17,17,M,22611.0
NMIGR,2072,17,17,M,22334.0
NMIGR,2073,17,17,M,22081.0
NMIGR,2074,17,17,M,21855.0
NMIGR,2075,17,17,M,21657.0
NMIGR,2076,17,17,M,21487.0
NMIGR,2077,17,17,M,21344.0
NMIGR,2078,17,17,M,21226.0
NMIGR,2079,17,17,M,21130.0
NMIGR,2080,17,17,M,21053.0
NMIGR,2081,17,17,M,20989.0
NMIGR,2082,17,17,M,20936.0
NMIGR,2083,17,17,M,20889.0
NMIGR,2084,17,17,M,20842.0
NMIGR,2085,17,17,M,20794.0
NMIGR,2086,17,17,M,20740.0
NMIGR,2087,17,17,M,20678.0
NMIGR,2088,17,17,M,20605.0
NMIGR,2089,17,17,M,20520.0
NMIGR,2090,17,17,M,20421.0
NMIGR,2091,17,17,M,20309.0
NMIGR,2092,17,17,M,20184.0
NMIGR,2093,17,17,M,20046.0
NMIGR,2094,17,17,M,19896.0
NMIGR,2095,17,17,M,19738.0
NMIGR,2096,17,17,M,19572.0
NMIGR,2097,17,17,M,19400.0
NMIGR,2098,17,17,M,19227.0
NMIGR,2099,17,17,M,19052.0
NMIGR,2100,17,17,M,18878.0
NMIGR,2022,18,17,M,29761.0
NMIGR,2023,18,17,M,30871.0
NMIGR,2024,18,17,M,31982.0
NMIGR,2025,18,17,M,32993.0
NMIGR,2026,18,17,M,33559.0
NMIGR,2027,18,17,M,34679.0
NMIGR,2028,18,17,M,36002.0
NMIGR,2029,18,17,M,34811.0
NMIGR,2030,18,17,M,34723.0
NMIGR,2031,18,17,M,34131.0
NMIGR,2032,18,17,M,32795.0
NMIGR,2033,18,17,M,34208.0
NMIGR,2034,18,17,M,33552.0
NMIGR,2035,18,17,M,33066.0
NMIGR,2036,18,17,M,32377.0
NMIGR,2037,18,17,M,31624.0
NMIGR,2038,18,17,M,30770.0
NMIGR,2039,18,17,M,29664.0
NMIGR,2040,18,17,M,29051.0
NMIGR,2041,18,17,M,28430.0
NMIGR,2042,18,17,M,27247.0
NMIGR,2043,18,17,M,26796.0
NMIGR,2044,18,17,M,26416.0
NMIGR,2045,18,17,M,26094.0
NMIGR,2046,18,17,M,25829.0
NMIGR,2047,18,17,M,25623.0
NMIGR,2048,18,17,M,25483.0
NMIGR,2049,18,17,M,25406.0
NMIGR,2050,18,17,M,25388.0
NMIGR,2051,18,17,M,25422.0
NMIGR,2052,18,17,M,25494.0
NMIGR,2053,18,17,M,25589.0
NMIGR,2054,18,17,M,25687.0
NMIGR,2055,18,17,M,25778.0
NMIGR,2056,18,17,M,25850.0
NMIGR,2057,18,17,M,25891.0
NMIGR,2058,18,17,M,25898.0
NMIGR,2059,18,17,M,25865.0
NMIGR,2060,18,17,M,25789.0
NMIGR,2061,18,17,M,25670.0
NMIGR,2062,18,17,M,25509.0
NMIGR,2063,18,17,M,25305.0
NMIGR,2064,18,17,M,25068.0
NMIGR,2065,18,17,M,24799.0
NMIGR,2066,18,17,M,24506.0
NMIGR,2067,18,17,M,24193.0
NMIGR,2068,18,17,M,23870.0
NMIGR,2069,18,17,M,23542.0
NMIGR,2070,18,17,M,23218.0
NMIGR,2071,18,17,M,22905.0
NMIGR,2072,18,17,M,22607.0
NMIGR,2073,18,17,M,22330.0
NMIGR,2074,18,17,M,22077.0
NMIGR,2075,18,17,M,21852.0
NMIGR,2076,18,17,M,21654.0
NMIGR,2077,18,17,M,21484.0
NMIGR,2078,18,17,M,21341.0
NMIGR,2079,18,17,M,21223.0
NMIGR,2080,18,17,M,21127.0
NMIGR,2081,18,17,M,21050.0
NMIGR,2082,18,17,M,20987.0
NMIGR,2083,18,17,M,20933.0
NMIGR,2084,18,17,M,20886.0
NMIGR,2085,18,17,M,20840.0
NMIGR,2086,18,17,M,20792.0
NMIGR,2087,18,17,M,20738.0
NMIGR,2088,18,17,M,20676.0
NMIGR,2089,18,17,M,20603.0
NMIGR,2090,18,17,M,20518.0
NMIGR,2091,18,17,M,20419.0
NMIGR,2092,18,17,M,20307.0
NMIGR,2093,18,17,M,20182.0
NMIGR,2094,18,17,M,20044.0
NMIGR,2095,18,17,M,19895.0
NMIGR,2096,18,17,M,19737.0
NMIGR,2097,18,17,M,19570.0
NMIGR,2098,18,17,M,19400.0
NMIGR,2099,18,17,M,19225.0
NMIGR,2100,18,17,M,19050.0
NMIGR,2022,19,17,M,29523.0
NMIGR,2023,19,17,M,29955.0
NMIGR,2024,19,17,M,30852.0
NMIGR,2025,19,17,M,31962.0
NMIGR,2026,19,17,M,32972.0
NMIGR,2027,19,17,M,33539.0
NMIGR,2028,19,17,M,34658.0
NMIGR,2029,19,17,M,35981.0
NMIGR,2030,19,17,M,34791.0
NMIGR,2031,19,17,M,34704.0
NMIGR,2032,19,17,M,34112.0
NMIGR,2033,19,17,M,32777.0
NMIGR,2034,19,17,M,34190.0
NMIGR,2035,19,17,M,33535.0
NMIGR,2036,19,17,M,33050.0
NMIGR,2037,19,17,M,32362.0
NMIGR,2038,19,17,M,31609.0
NMIGR,2039,19,17,M,30756.0
NMIGR,2040,19,17,M,29651.0
NMIGR,2041,19,17,M,29038.0
NMIGR,2042,19,17,M,28418.0
NMIGR,2043,19,17,M,27236.0
NMIGR,2044,19,17,M,26785.0
NMIGR,2045,19,17,M,26406.0
NMIGR,2046,19,17,M,26085.0
NMIGR,2047,19,17,M,25820.0
NMIGR,2048,19,17,M,25614.0
NMIGR,2049,19,17,M,25473.0
NMIGR,2050,19,17,M,25397.0
NMIGR,2051,19,17,M,25380.0
NMIGR,2052,19,17,M,25414.0
NMIGR,2053,19,17,M,25486.0
NMIGR,2054,19,17,M,25580.0
NMIGR,2055,19,17,M,25680.0
NMIGR,2056,19,17,M,25770.0
NMIGR,2057,19,17,M,25842.0
NMIGR,2058,19,17,M,25884.0
NMIGR,2059,19,17,M,25891.0
NMIGR,2060,19,17,M,25858.0
NMIGR,2061,19,17,M,25782.0
NMIGR,2062,19,17,M,25664.0
NMIGR,2063,19,17,M,25502.0
NMIGR,2064,19,17,M,25300.0
NMIGR,2065,19,17,M,25061.0
NMIGR,2066,19,17,M,24793.0
NMIGR,2067,19,17,M,24500.0
NMIGR,2068,19,17,M,24188.0
NMIGR,2069,19,17,M,23865.0
NMIGR,2070,19,17,M,23538.0
NMIGR,2071,19,17,M,23214.0
NMIGR,2072,19,17,M,22900.0
NMIGR,2073,19,17,M,22602.0
NMIGR,2074,19,17,M,22325.0
NMIGR,2075,19,17,M,22074.0
NMIGR,2076,19,17,M,21848.0
NMIGR,2077,19,17,M,21649.0
NMIGR,2078,19,17,M,21480.0
NMIGR,2079,19,17,M,21337.0
NMIGR,2080,19,17,M,21219.0
NMIGR,2081,19,17,M,21124.0
NMIGR,2082,19,17,M,21046.0
NMIGR,2083,19,17,M,20983.0
NMIGR,2084,19,17,M,20930.0
NMIGR,2085,19,17,M,20883.0
NMIGR,2086,19,17,M,20837.0
NMIGR,2087,19,17,M,20789.0
NMIGR,2088,19,17,M,20735.0
NMIGR,2089,19,17,M,20673.0
NMIGR,2090,19,17,M,20601.0
NMIGR,2091,19,17,M,20515.0
NMIGR,2092,19,17,M,20417.0
NMIGR,2093,19,17,M,20305.0
NMIGR,2094,19,17,M,20180.0
NMIGR,2095,19,17,M,20041.0
NMIGR,2096,19,17,M,19893.0
NMIGR,2097,19,17,M,19734.0
NMIGR,2098,19,17,M,19569.0
NMIGR,2099,19,17,M,19397.0
NMIGR,2100,19,17,M,19223.0
NMIGR,2022,2,3,M,29508.0
NMIGR,2023,2,3,M,29781.0
NMIGR,2024,2,3,M,29161.0
NMIGR,2025,2,3,M,28535.0
NMIGR,2026,2,3,M,27344.0
NMIGR,2027,2,3,M,26888.0
NMIGR,2028,2,3,M,26505.0
NMIGR,2029,2,3,M,26178.0
NMIGR,2030,2,3,M,25910.0
NMIGR,2031,2,3,M,25701.0
NMIGR,2032,2,3,M,25558.0
NMIGR,2033,2,3,M,25478.0
NMIGR,2034,2,3,M,25458.0
NMIGR,2035,2,3,M,25490.0
NMIGR,2036,2,3,M,25559.0
NMIGR,2037,2,3,M,25652.0
NMIGR,2038,2,3,M,25749.0
NMIGR,2039,2,3,M,25838.0
NMIGR,2040,2,3,M,25908.0
NMIGR,2041,2,3,M,25948.0
NMIGR,2042,2,3,M,25953.0
NMIGR,2043,2,3,M,25917.0
NMIGR,2044,2,3,M,25840.0
NMIGR,2045,2,3,M,25720.0
NMIGR,2046,2,3,M,25555.0
NMIGR,2047,2,3,M,25351.0
NMIGR,2048,2,3,M,25111.0
NMIGR,2049,2,3,M,24840.0
NMIGR,2050,2,3,M,24546.0
NMIGR,2051,2,3,M,24232.0
NMIGR,2052,2,3,M,23906.0
NMIGR,2053,2,3,M,23578.0
NMIGR,2054,2,3,M,23252.0
NMIGR,2055,2,3,M,22937.0
NMIGR,2056,2,3,M,22638.0
NMIGR,2057,2,3,M,22359.0
NMIGR,2058,2,3,M,22105.0
NMIGR,2059,2,3,M,21879.0
NMIGR,2060,2,3,M,21679.0
NMIGR,2061,2,3,M,21508.0
NMIGR,2062,2,3,M,21364.0
NMIGR,2063,2,3,M,21246.0
NMIGR,2064,2,3,M,21150.0
NMIGR,2065,2,3,M,21072.0
NMIGR,2066,2,3,M,21007.0
NMIGR,2067,2,3,M,20954.0
NMIGR,2068,2,3,M,20905.0
NMIGR,2069,2,3,M,20859.0
NMIGR,2070,2,3,M,20810.0
NMIGR,2071,2,3,M,20756.0
NMIGR,2072,2,3,M,20693.0
NMIGR,2073,2,3,M,20619.0
NMIGR,2074,2,3,M,20534.0
NMIGR,2075,2,3,M,20434.0
NMIGR,2076,2,3,M,20322.0
NMIGR,2077,2,3,M,20196.0
NMIGR,2078,2,3,M,20057.0
NMIGR,2079,2,3,M,19908.0
NMIGR,2080,2,3,M,19749.0
NMIGR,2081,2,3,M,19583.0
NMIGR,2082,2,3,M,19411.0
NMIGR,2083,2,3,M,19236.0
NMIGR,2084,2,3,M,19061.0
NMIGR,2085,2,3,M,18888.0
NMIGR,2086,2,3,M,18718.0
NMIGR,2087,2,3,M,18553.0
NMIGR,2088,2,3,M,18396.0
NMIGR,2089,2,3,M,18248.0
NMIGR,2090,2,3,M,18108.0
NMIGR,2091,2,3,M,17978.0
NMIGR,2092,2,3,M,17859.0
NMIGR,2093,2,3,M,17749.0
NMIGR,2094,2,3,M,17648.0
NMIGR,2095,2,3,M,17555.0
NMIGR,2096,2,3,M,17469.0
NMIGR,2097,2,3,M,17389.0
NMIGR,2098,2,3,M,17314.0
NMIGR,2099,2,3,M,17242.0
NMIGR,2100,2,3,M,17171.0
NMIGR,2022,20,22,M,29368.0
NMIGR,2023,20,22,M,29780.0
NMIGR,2024,20,22,M,29934.0
NMIGR,2025,20,22,M,30830.0
NMIGR,2026,20,22,M,31940.0
NMIGR,2027,20,22,M,32950.0
NMIGR,2028,20,22,M,33518.0
NMIGR,2029,20,22,M,34637.0
NMIGR,2030,20,22,M,35959.0
NMIGR,2031,20,22,M,34770.0
NMIGR,2032,20,22,M,34683.0
NMIGR,2033,20,22,M,34092.0
NMIGR,2034,20,22,M,32759.0
NMIGR,2035,20,22,M,34171.0
NMIGR,2036,20,22,M,33518.0
NMIGR,2037,20,22,M,33033.0
NMIGR,2038,20,22,M,32345.0
NMIGR,2039,20,22,M,31593.0
NMIGR,2040,20,22,M,30741.0
NMIGR,2041,20,22,M,29636.0
NMIGR,2042,20,22,M,29025.0
NMIGR,2043,20,22,M,28405.0
NMIGR,2044,20,22,M,27223.0
NMIGR,2045,20,22,M,26773.0
NMIGR,2046,20,22,M,26395.0
NMIGR,2047,20,22,M,26074.0
NMIGR,2048,20,22,M,25809.0
NMIGR,2049,20,22,M,25603.0
NMIGR,2050,20,22,M,25464.0
NMIGR,2051,20,22,M,25387.0
NMIGR,2052,20,22,M,25369.0
NMIGR,2053,20,22,M,25405.0
NMIGR,2054,20,22,M,25476.0
NMIGR,2055,20,22,M,25571.0
NMIGR,2056,20,22,M,25670.0
NMIGR,2057,20,22,M,25761.0
NMIGR,2058,20,22,M,25834.0
NMIGR,2059,20,22,M,25876.0
NMIGR,2060,20,22,M,25883.0
NMIGR,2061,20,22,M,25850.0
NMIGR,2062,20,22,M,25774.0
NMIGR,2063,20,22,M,25656.0
NMIGR,2064,20,22,M,25495.0
NMIGR,2065,20,22,M,25292.0
NMIGR,2066,20,22,M,25055.0
NMIGR,2067,20,22,M,24786.0
NMIGR,2068,20,22,M,24493.0
NMIGR,2069,20,22,M,24182.0
NMIGR,2070,20,22,M,23859.0
NMIGR,2071,20,22,M,23532.0
NMIGR,2072,20,22,M,23208.0
NMIGR,2073,20,22,M,22895.0
NMIGR,2074,20,22,M,22598.0
NMIGR,2075,20,22,M,22321.0
NMIGR,2076,20,22,M,22068.0
NMIGR,2077,20,22,M,21843.0
NMIGR,2078,20,22,M,21646.0
NMIGR,2079,20,22,M,21476.0
NMIGR,2080,20,22,M,21333.0
NMIGR,2081,20,22,M,21215.0
NMIGR,2082,20,22,M,21120.0
NMIGR,2083,20,22,M,21043.0
NMIGR,2084,20,22,M,20980.0
NMIGR,2085,20,22,M,20927.0
NMIGR,2086,20,22,M,20879.0
NMIGR,2087,20,22,M,20834.0
NMIGR,2088,20,22,M,20785.0
NMIGR,2089,20,22,M,20732.0
NMIGR,2090,20,22,M,20670.0
NMIGR,2091,20,22,M,20597.0
NMIGR,2092,20,22,M,20512.0
NMIGR,2093,20,22,M,20414.0
NMIGR,2094,20,22,M,20301.0
NMIGR,2095,20,22,M,20177.0
NMIGR,2096,20,22,M,20039.0
NMIGR,2097,20,22,M,19890.0
NMIGR,2098,20,22,M,19732.0
NMIGR,2099,20,22,M,19566.0
NMIGR,2100,20,22,M,19395.0
NMIGR,2022,21,22,M,30858.0
NMIGR,2023,21,22,M,29581.0
NMIGR,2024,21,22,M,29757.0
NMIGR,2025,21,22,M,29912.0
NMIGR,2026,21,22,M,30808.0
NMIGR,2027,21,22,M,31917.0
NMIGR,2028,21,22,M,32928.0
NMIGR,2029,21,22,M,33494.0
NMIGR,2030,21,22,M,34614.0
NMIGR,2031,21,22,M,35935.0
NMIGR,2032,21,22,M,34747.0
NMIGR,2033,21,22,M,34662.0
NMIGR,2034,21,22,M,34072.0
NMIGR,2035,21,22,M,32739.0
NMIGR,2036,21,22,M,34151.0
NMIGR,2037,21,22,M,33498.0
NMIGR,2038,21,22,M,33014.0
NMIGR,2039,21,22,M,32328.0
NMIGR,2040,21,22,M,31575.0
NMIGR,2041,21,22,M,30724.0
NMIGR,2042,21,22,M,29621.0
NMIGR,2043,21,22,M,29010.0
NMIGR,2044,21,22,M,28390.0
NMIGR,2045,21,22,M,27210.0
NMIGR,2046,21,22,M,26761.0
NMIGR,2047,21,22,M,26382.0
NMIGR,2048,21,22,M,26061.0
NMIGR,2049,21,22,M,25798.0
NMIGR,2050,21,22,M,25592.0
NMIGR,2051,21,22,M,25453.0
NMIGR,2052,21,22,M,25377.0
NMIGR,2053,21,22,M,25359.0
NMIGR,2054,21,22,M,25395.0
NMIGR,2055,21,22,M,25466.0
NMIGR,2056,21,22,M,25562.0
NMIGR,2057,21,22,M,25661.0
NMIGR,2058,21,22,M,25752.0
NMIGR,2059,21,22,M,25824.0
NMIGR,2060,21,22,M,25866.0
NMIGR,2061,21,22,M,25874.0
NMIGR,2062,21,22,M,25840.0
NMIGR,2063,21,22,M,25766.0
NMIGR,2064,21,22,M,25648.0
NMIGR,2065,21,22,M,25486.0
NMIGR,2066,21,22,M,25285.0
NMIGR,2067,21,22,M,25047.0
NMIGR,2068,21,22,M,24779.0
NMIGR,2069,21,22,M,24486.0
NMIGR,2070,21,22,M,24175.0
NMIGR,2071,21,22,M,23853.0
NMIGR,2072,21,22,M,23526.0
NMIGR,2073,21,22,M,23201.0
NMIGR,2074,21,22,M,22888.0
NMIGR,2075,21,22,M,22591.0
NMIGR,2076,21,22,M,22315.0
NMIGR,2077,21,22,M,22063.0
NMIGR,2078,21,22,M,21838.0
NMIGR,2079,21,22,M,21640.0
NMIGR,2080,21,22,M,21470.0
NMIGR,2081,21,22,M,21328.0
NMIGR,2082,21,22,M,21211.0
NMIGR,2083,21,22,M,21115.0
NMIGR,2084,21,22,M,21038.0
NMIGR,2085,21,22,M,20975.0
NMIGR,2086,21,22,M,20922.0
NMIGR,2087,21,22,M,20875.0
NMIGR,2088,21,22,M,20829.0
NMIGR,2089,21,22,M,20782.0
NMIGR,2090,21,22,M,20728.0
NMIGR,2091,21,22,M,20666.0
NMIGR,2092,21,22,M,20593.0
NMIGR,2093,21,22,M,20509.0
NMIGR,2094,21,22,M,20410.0
NMIGR,2095,21,22,M,20299.0
NMIGR,2096,21,22,M,20173.0
NMIGR,2097,21,22,M,20036.0
NMIGR,2098,21,22,M,19887.0
NMIGR,2099,21,22,M,19728.0
NMIGR,2100,21,22,M,19563.0
NMIGR,2022,22,22,M,30924.0
NMIGR,2023,22,22,M,31036.0
NMIGR,2024,22,22,M,29558.0
NMIGR,2025,22,22,M,29735.0
NMIGR,2026,22,22,M,29889.0
NMIGR,2027,22,22,M,30785.0
NMIGR,2028,22,22,M,31894.0
NMIGR,2029,22,22,M,32904.0
NMIGR,2030,22,22,M,33471.0
NMIGR,2031,22,22,M,34589.0
NMIGR,2032,22,22,M,35911.0
NMIGR,2033,22,22,M,34725.0
NMIGR,2034,22,22,M,34640.0
NMIGR,2035,22,22,M,34050.0
NMIGR,2036,22,22,M,32719.0
NMIGR,2037,22,22,M,34130.0
NMIGR,2038,22,22,M,33478.0
NMIGR,2039,22,22,M,32995.0
NMIGR,2040,22,22,M,32308.0
NMIGR,2041,22,22,M,31558.0
NMIGR,2042,22,22,M,30708.0
NMIGR,2043,22,22,M,29604.0
NMIGR,2044,22,22,M,28994.0
NMIGR,2045,22,22,M,28375.0
NMIGR,2046,22,22,M,27197.0
NMIGR,2047,22,22,M,26747.0
NMIGR,2048,22,22,M,26369.0
NMIGR,2049,22,22,M,26048.0
NMIGR,2050,22,22,M,25785.0
NMIGR,2051,22,22,M,25580.0
NMIGR,2052,22,22,M,25441.0
NMIGR,2053,22,22,M,25365.0
NMIGR,2054,22,22,M,25348.0
NMIGR,2055,22,22,M,25383.0
NMIGR,2056,22,22,M,25455.0
NMIGR,2057,22,22,M,25551.0
NMIGR,2058,22,22,M,25650.0
NMIGR,2059,22,22,M,25741.0
NMIGR,2060,22,22,M,25813.0
NMIGR,2061,22,22,M,25856.0
NMIGR,2062,22,22,M,25864.0
NMIGR,2063,22,22,M,25831.0
NMIGR,2064,22,22,M,25756.0
NMIGR,2065,22,22,M,25639.0
NMIGR,2066,22,22,M,25477.0
NMIGR,2067,22,22,M,25276.0
NMIGR,2068,22,22,M,25038.0
NMIGR,2069,22,22,M,24770.0
NMIGR,2070,22,22,M,24479.0
NMIGR,2071,22,22,M,24167.0
NMIGR,2072,22,22,M,23844.0
NMIGR,2073,22,22,M,23518.0
NMIGR,2074,22,22,M,23195.0
NMIGR,2075,22,22,M,22882.0
NMIGR,2076,22,22,M,22585.0
NMIGR,2077,22,22,M,22309.0
NMIGR,2078,22,22,M,22057.0
NMIGR,2079,22,22,M,21831.0
NMIGR,2080,22,22,M,21634.0
NMIGR,2081,22,22,M,21464.0
NMIGR,2082,22,22,M,21322.0
NMIGR,2083,22,22,M,21205.0
NMIGR,2084,22,22,M,21110.0
NMIGR,2085,22,22,M,21033.0
NMIGR,2086,22,22,M,20970.0
NMIGR,2087,22,22,M,20917.0
NMIGR,2088,22,22,M,20870.0
NMIGR,2089,22,22,M,20824.0
NMIGR,2090,22,22,M,20776.0
NMIGR,2091,22,22,M,20723.0
NMIGR,2092,22,22,M,20662.0
NMIGR,2093,22,22,M,20589.0
NMIGR,2094,22,22,M,20504.0
NMIGR,2095,22,22,M,20406.0
NMIGR,2096,22,22,M,20294.0
NMIGR,2097,22,22,M,20170.0
NMIGR,2098,22,22,M,20032.0
NMIGR,2099,22,22,M,19883.0
NMIGR,2100,22,22,M,19725.0
NMIGR,2022,23,22,M,27606.0
NMIGR,2023,23,22,M,31125.0
NMIGR,2024,23,22,M,31011.0
NMIGR,2025,23,22,M,29534.0
NMIGR,2026,23,22,M,29711.0
NMIGR,2027,23,22,M,29866.0
NMIGR,2028,23,22,M,30762.0
NMIGR,2029,23,22,M,31870.0
NMIGR,2030,23,22,M,32879.0
NMIGR,2031,23,22,M,33447.0
NMIGR,2032,23,22,M,34564.0
NMIGR,2033,23,22,M,35886.0
NMIGR,2034,23,22,M,34701.0
NMIGR,2035,23,22,M,34615.0
NMIGR,2036,23,22,M,34027.0
NMIGR,2037,23,22,M,32697.0
NMIGR,2038,23,22,M,34108.0
NMIGR,2039,23,22,M,33456.0
NMIGR,2040,23,22,M,32974.0
NMIGR,2041,23,22,M,32289.0
NMIGR,2042,23,22,M,31539.0
NMIGR,2043,23,22,M,30689.0
NMIGR,2044,23,22,M,29587.0
NMIGR,2045,23,22,M,28977.0
NMIGR,2046,23,22,M,28359.0
NMIGR,2047,23,22,M,27182.0
NMIGR,2048,23,22,M,26732.0
NMIGR,2049,23,22,M,26355.0
NMIGR,2050,23,22,M,26035.0
NMIGR,2051,23,22,M,25772.0
NMIGR,2052,23,22,M,25567.0
NMIGR,2053,23,22,M,25429.0
NMIGR,2054,23,22,M,25353.0
NMIGR,2055,23,22,M,25336.0
NMIGR,2056,23,22,M,25371.0
NMIGR,2057,23,22,M,25444.0
NMIGR,2058,23,22,M,25539.0
NMIGR,2059,23,22,M,25639.0
NMIGR,2060,23,22,M,25730.0
NMIGR,2061,23,22,M,25802.0
NMIGR,2062,23,22,M,25846.0
NMIGR,2063,23,22,M,25853.0
NMIGR,2064,23,22,M,25821.0
NMIGR,2065,23,22,M,25746.0
NMIGR,2066,23,22,M,25629.0
NMIGR,2067,23,22,M,25468.0
NMIGR,2068,23,22,M,25266.0
NMIGR,2069,23,22,M,25029.0
NMIGR,2070,23,22,M,24761.0
NMIGR,2071,23,22,M,24469.0
NMIGR,2072,23,22,M,24159.0
NMIGR,2073,23,22,M,23836.0
NMIGR,2074,23,22,M,23510.0
NMIGR,2075,23,22,M,23187.0
NMIGR,2076,23,22,M,22874.0
NMIGR,2077,23,22,M,22577.0
NMIGR,2078,23,22,M,22301.0
NMIGR,2079,23,22,M,22050.0
NMIGR,2080,23,22,M,21825.0
NMIGR,2081,23,22,M,21628.0
NMIGR,2082,23,22,M,21458.0
NMIGR,2083,23,22,M,21316.0
NMIGR,2084,23,22,M,21199.0
