age_group,year,sex,edu,l_active,l_not_active
37,2061,F,H,0.8742663160359263,0.1257336839640737
42,2061,F,H,0.8782882435527818,0.12171175644721821
47,2061,F,H,0.8691190270679774,0.1308809729320226
52,2061,F,H,0.8332371236651136,0.1667628763348864
57,2061,F,H,0.7261277333336135,0.27387226666638653
62,2061,F,H,0.4381882886424263,0.5618117113575737
67,2061,F,H,0.1846255554591561,0.815374444540844
72,2061,F,H,0.13630923056304706,0.8636907694369529
77,2061,F,H,0.01,0.99
82,2061,F,H,0.01,0.99
87,2061,F,H,0.01,0.99
17,2061,F,L,0.157710181400912,0.842289818599088
22,2061,F,L,0.4114906004508658,0.5885093995491342
27,2061,F,L,0.6060630964967866,0.3939369035032134
32,2061,F,L,0.661703977364425,0.338296022635575
37,2061,F,L,0.683762155187143,0.316237844812857
42,2061,F,L,0.6917291669679404,0.3082708330320596
47,2061,F,L,0.6737265138329688,0.3262734861670312
52,2061,F,L,0.6084119724397947,0.3915880275602053
57,2061,F,L,0.4518894727478347,0.5481105272521654
62,2061,F,L,0.1951917689617991,0.8048082310382009
67,2061,F,L,0.06577846094560372,0.9342215390543963
72,2061,F,L,0.04677990032057765,0.9532200996794223
77,2061,F,L,0.01,0.99
82,2061,F,L,0.01,0.99
87,2061,F,L,0.01,0.99
17,2061,F,M,0.25268499569801506,0.7473150043019849
22,2061,F,M,0.5580409783288441,0.44195902167115586
27,2061,F,M,0.7353260468560925,0.2646739531439075
32,2061,F,M,0.779356263133589,0.22064373686641103
37,2061,F,M,0.7961068744042571,0.2038931255957429
42,2061,F,M,0.8020628998033706,0.19793710019662936
47,2061,F,M,0.7885338289212889,0.21146617107871113
52,2061,F,M,0.7372383413688335,0.2627616586311665
57,2061,F,M,0.5982028650406293,0.40179713495937075
62,2061,F,M,0.30457632131400847,0.6954236786859915
67,2061,F,M,0.1128054931327624,0.8871945068672376
72,2061,F,M,0.08140787027989856,0.9185921297201014
77,2061,F,M,0.01,0.99
82,2061,F,M,0.01,0.99
87,2061,F,M,0.01,0.99
17,2061,M,H,0.8206313518394147,0.1793686481605853
22,2061,M,H,0.8206313518394147,0.1793686481605853
27,2061,M,H,0.909638656366088,0.09036134363391202
32,2061,M,H,0.9275287933206781,0.07247120667932194
37,2061,M,H,0.9339834381450369,0.06601656185496307
42,2061,M,H,0.936234477367487,0.063765522632513
47,2061,M,H,0.9310881529125729,0.06891184708742715
52,2061,M,H,0.9104449106107633,0.08955508938923673
57,2061,M,H,0.8436180184256061,0.15638198157439387
62,2061,M,H,0.6134448957718682,0.3865551042281318
67,2061,M,H,0.3154020345080379,0.6845979654919621
72,2061,M,H,0.24306386247783615,0.7569361375221638
77,2061,M,H,0.01,0.99
82,2061,M,H,0.01,0.99
87,2061,M,H,0.01,0.99
17,2061,M,L,0.2758720296967114,0.7241279703032886
22,2061,M,L,0.5872303200842317,0.4127696799157683
27,2061,M,L,0.7578865740669063,0.2421134259330937
32,2061,M,L,0.799188638425066,0.20081136157493396
37,2061,M,L,0.8147914339548402,0.18520856604515978
42,2061,M,L,0.8203248389878252,0.17967516101217484
47,2061,M,L,0.8077447810212142,0.19225521897878584
52,2061,M,L,0.7596891370609813,0.2403108629390187
57,2061,M,L,0.626514966943385,0.37348503305661496
62,2061,M,L,0.330419696248622,0.669580303751378
67,2061,M,L,0.12530909908364837,0.8746909009163516
72,2061,M,L,0.09078742557483263,0.9092125744251673
77,2061,M,L,0.01,0.99
82,2061,M,L,0.01,0.99
87,2061,M,L,0.01,0.99
17,2061,M,M,0.40757264242999725,0.5924273575700028
22,2061,M,M,0.71981604186648,0.28018395813352004
27,2061,M,M,0.849687141720297,0.15031285827970298
32,2061,M,M,0.8778529012344984,0.12214709876550156
37,2061,M,M,0.8881986263507718,0.11180137364922815
42,2061,M,M,0.8918300319763259,0.10816996802367407
47,2061,M,M,0.8835457252501595,0.11645427474984049
52,2061,M,M,0.850940661153176,0.14905933884682399
57,2061,M,M,0.7518151561383161,0.24818484386168393
62,2061,M,M,0.4712154878375765,0.5287845121624235
67,2061,M,M,0.20553295202803648,0.7944670479719635
72,2061,M,M,0.15277032396176513,0.8472296760382348
77,2061,M,M,0.01,0.99
82,2061,M,M,0.01,0.99
87,2061,M,M,0.01,0.99
17,2062,F,H,0.6930674536181053,0.3069325463818947
22,2062,F,H,0.6930674536181053,0.3069325463818947
27,2062,F,H,0.8324511224545306,0.16754887754546943
32,2062,F,H,0.8633270826636914,0.1366729173363086
37,2062,F,H,0.8747275578996332,0.1252724421003668
42,2062,F,H,0.8787367777932031,0.12126322220679686
47,2062,F,H,0.869596334815996,0.13040366518400404
52,2062,F,H,0.833820268043902,0.16617973195609803
57,2062,F,H,0.7269626909827843,0.2730373090172157
62,2062,F,H,0.4392231454830272,0.5607768545169728
67,2062,F,H,0.18525904695629444,0.8147409530437055
72,2062,F,H,0.1368047534688981,0.8631952465311019
77,2062,F,H,0.01,0.99
82,2062,F,H,0.01,0.99
87,2062,F,H,0.01,0.99
17,2062,F,L,0.15826924646560844,0.8417307535343915
22,2062,F,L,0.412508701268742,0.5874912987312579
27,2062,F,L,0.6070660178048506,0.3929339821951494
32,2062,F,L,0.6626440934678135,0.3373559065321865
37,2062,F,L,0.6846701837836044,0.31532981621639555
42,2062,F,L,0.692624603109043,0.30737539689095705
47,2062,F,L,0.6746496469887496,0.32535035301125037
52,2062,F,L,0.6094127676607108,0.39058723233928916
57,2062,F,L,0.45293060062546514,0.5470693993745348
62,2062,F,L,0.195852807042306,0.804147192957694
67,2062,F,L,0.06603718852186641,0.9339628114781335
72,2062,F,L,0.046967657416712244,0.9530323425832877
77,2062,F,L,0.01,0.99
82,2062,F,L,0.01,0.99
87,2062,F,L,0.01,0.99
17,2062,F,M,0.2534794166134576,0.7465205833865425
22,2062,F,M,0.5590772128679692,0.4409227871320308
27,2062,F,M,0.7361431516322106,0.26385684836778944
32,2062,F,M,0.7800780915149415,0.21992190848505855
37,2062,F,M,0.7967881922144151,0.2032118077855849
42,2062,F,M,0.802729246975347,0.19727075302465302
47,2062,F,M,0.7892337528171933,0.21076624718280668
52,2062,F,M,0.7380516455712205,0.2619483544287795
57,2062,F,M,0.5992125642484983,0.40078743575150166
62,2062,F,M,0.305467199502601,0.694532800497399
67,2062,F,M,0.11322677449756656,0.8867732255024334
72,2062,F,M,0.08172269561359524,0.9182773043864048
77,2062,F,M,0.01,0.99
82,2062,F,M,0.01,0.99
87,2062,F,M,0.01,0.99
17,2062,M,H,0.8212491202844491,0.17875087971555093
22,2062,M,H,0.8212491202844491,0.17875087971555093
27,2062,M,H,0.9099834986127902,0.09001650138720985
32,2062,M,H,0.9278107803781962,0.0721892196218038
37,2062,M,H,0.9342420905977933,0.06575790940220672
42,2062,M,H,0.9364849100331314,0.06351508996686861
47,2062,M,H,0.9313573153730744,0.06864268462692558
52,2062,M,H,0.9107869777480347,0.08921302225196526
57,2062,M,H,0.8441716511394518,0.1558283488605482
62,2062,M,H,0.6144409795190756,0.3855590204809244
67,2062,M,H,0.3163101749897292,0.6836898250102708
72,2062,M,H,0.2438379048346584,0.7561620951653416
77,2062,M,H,0.01,0.99
82,2062,M,H,0.01,0.99
87,2062,M,H,0.01,0.99
17,2062,M,L,0.27671235636123975,0.7232876436387603
22,2062,M,L,0.5882486135798793,0.41175138642012066
27,2062,M,L,0.7586568894095558,0.24134311059044422
32,2062,M,L,0.7998622472196423,0.20013775278035772
37,2062,M,L,0.8154247919389048,0.18457520806109518
42,2062,M,L,0.8209434327617667,0.17905656723823327
47,2062,M,L,0.8083965697843083,0.1916034302156917
52,2062,M,L,0.7604555299989413,0.23954447000105872
57,2062,M,L,0.62749782249394,0.37250217750605996
62,2062,M,L,0.33135014853735917,0.6686498514626409
67,2062,M,L,0.12577045650908408,0.874229543490916
72,2062,M,L,0.09113492536323506,0.9088650746367649
77,2062,M,L,0.01,0.99
82,2062,M,L,0.01,0.99
87,2062,M,L,0.01,0.99
17,2062,M,M,0.4085877796409928,0.5914122203590072
22,2062,M,M,0.7206628395545585,0.27933716044544155
27,2062,M,M,0.850223102862287,0.14977689713771303
32,2062,M,M,0.8783028175069049,0.12169718249309514
37,2062,M,M,0.8886152703972657,0.11138472960273427
42,2062,M,M,0.8922347850178777,0.10776521498212233
47,2062,M,M,0.883977443976729,0.11602255602327105
52,2062,M,M,0.8514729339940094,0.14852706600599064
57,2062,M,M,0.7525984827190461,0.24740151728095394
62,2062,M,M,0.4722627772474348,0.5277372227525652
67,2062,M,M,0.20622003790214774,0.7937799620978523
72,2062,M,M,0.15331506520840438,0.8466849347915957
77,2062,M,M,0.01,0.99
82,2062,M,M,0.01,0.99
87,2062,M,M,0.01,0.99
17,2063,F,H,0.6939602895394639,0.30603971046053613
22,2063,F,H,0.6939602895394639,0.30603971046053613
27,2063,F,H,0.8330361812061414,0.16696381879385858
32,2063,F,H,0.8638219636861073,0.1361780363138927
37,2063,F,H,0.8751871267215636,0.12481287327843638
42,2063,F,H,0.8791836700295526,0.12081632997044744
47,2063,F,H,0.8700719317537299,0.12992806824627012
52,2063,F,H,0.8344014969724746,0.16559850302752543
57,2063,F,H,0.7277956536663338,0.2722043463336662
62,2063,F,H,0.4402580289721114,0.5597419710278886
67,2063,F,H,0.18589390817374946,0.8141060918262506
72,2063,F,H,0.13730155002103375,0.8626984499789663
77,2063,F,H,0.01,0.99
82,2063,F,H,0.01,0.99
87,2063,F,H,0.01,0.99
17,2063,F,L,0.15882964741141553,0.8411703525885845
22,2063,F,L,0.413527056883197,0.586472943116803
27,2063,F,L,0.608067551375448,0.391932448624552
32,2063,F,L,0.6635824703849011,0.33641752961509885
37,2063,F,L,0.6855763648158736,0.3144236351841264
42,2063,F,L,0.6935181575788256,0.3064818424211744
47,2063,F,L,0.6755709794235959,0.3244290205764041
52,2063,F,L,0.6104121583778078,0.3895878416221922
57,2063,F,L,0.4539716353941612,0.5460283646058388
62,2063,F,L,0.19651521543299233,0.8034847845670077
67,2063,F,L,0.06629673540633071,0.9337032645936693
72,2063,F,L,0.04715603926467819,0.9528439607353218
77,2063,F,L,0.01,0.99
82,2063,F,L,0.01,0.99
87,2063,F,L,0.01,0.99
17,2063,F,M,0.2542750989398293,0.7457249010601708
22,2063,F,M,0.5601124309478313,0.43988756905216875
27,2063,F,M,0.736958241216398,0.26304175878360203
32,2063,F,M,0.7807978738942242,0.21920212610577583
37,2063,F,M,0.7974674834576438,0.20253251654235616
42,2063,F,M,0.8033935789436635,0.19660642105633652
47,2063,F,M,0.7899316391038309,0.2100683608961691
52,2063,F,M,0.7388629309439219,0.26113706905607814
57,2063,F,M,0.600220932883976,0.39977906711602396
62,2063,F,M,0.30635910253886334,0.6936408974611367
67,2063,F,M,0.11364922237591764,0.8863507776240823
72,2063,F,M,0.08203847627429797,0.91796152372570206
77,2063,F,M,0.01,0.99
82,2063,F,M,0.01,0.99
87,2063,F,M,0.01,0.99
17,2063,M,H,0.8218649245982126,0.1781350754017874
22,2063,M,H,0.8218649245982126,0.1781350754017874
27,2063,M,H,0.9103269882511431,0.08967301174885689
32,2063,M,H,0.9280916192960643,0.07190838070393568
37,2063,M,H,0.9344996759990302,0.06550032400096983
42,2063,M,H,0.9367343048570496,0.06326569514295044
47,2063,M,H,0.9316253739217847,0.06837462607821532
52,2063,M,H,0.9111277008615515,0.08887229913844852
57,2063,M,H,0.8447234173428341,0.15527658265716593
62,2063,M,H,0.6154356233472246,0.38456437665277543
67,2063,M,H,0.3172192773407722,0.6827807226592277
72,2063,M,H,0.24461323905871044,0.7553867609412895
77,2063,M,H,0.01,0.99
82,2063,M,H,0.01,0.99
87,2063,M,H,0.01,0.99
17,2063,M,L,0.2775538530267118,0.7224461469732881
22,2063,M,L,0.5892656588751827,0.4107343411248173
27,2063,M,L,0.759425159595457,0.24057484040454302
32,2063,M,L,0.8005338350291241,0.19946616497087588
37,2063,M,L,0.8160561671267815,0.18394383287321847
42,2063,M,L,0.8215600613643427,0.17843993863565732
47,2063,M,L,0.8090463564263571,0.19095364357364286
52,2063,M,L,0.7612198766413919,0.2387801233586081
57,2063,M,L,0.6284791495724313,0.37152085042756866
62,2063,M,L,0.3322814686170868,0.6677185313829133
67,2063,M,L,0.12623304265524937,0.8737669573447506
72,2063,M,L,0.09148345206133103,0.908516547938669
77,2063,M,L,0.01,0.99
82,2063,M,L,0.01,0.99
87,2063,M,L,0.01,0.99
17,2063,M,M,0.409603204362513,0.5903967956374869
22,2063,M,M,0.7215076587098515,0.27849234129014855
27,2063,M,M,0.8507572299098277,0.14924277009017228
32,2063,M,M,0.8787510883505419,0.12124891164945806
37,2063,M,M,0.8890303547262507,0.1109696452737493
42,2063,M,M,0.8926380105917747,0.10736198940822528
47,2063,M,M,0.8844075633157772,0.11559243668422281
52,2063,M,M,0.8520033797909614,0.1479966202090386
57,2063,M,M,0.753379769372689,0.24662023062731098
62,2063,M,M,0.4733098028935662,0.5266901971064337
67,2063,M,M,0.20690848810420837,0.7930915118957916
72,2063,M,M,0.15386113084210412,0.8461388691578959
77,2063,M,M,0.01,0.99
82,2063,M,M,0.01,0.99
87,2063,M,M,0.01,0.99
17,2064,F,H,0.694851240166916,0.305148759833084
22,2064,F,H,0.694851240166916,0.305148759833084
27,2064,F,H,0.8336193229897287,0.16638067701027126
32,2064,F,H,0.8643150956847753,0.13568490431522473
37,2064,F,H,0.8756450276093529,0.12435497239064708
42,2064,F,H,0.8796289253932166,0.12037107460678342
47,2064,F,H,0.8705458229450523,0.12945417705494766
52,2064,F,H,0.8349808148382923,0.16501918516170766
57,2064,F,H,0.7286266213008366,0.27137337869916345
62,2064,F,H,0.44129293010201004,0.5587070698979899
67,2064,F,H,0.18653013801446242,0.8134698619855376
72,2064,F,H,0.13779962079509359,0.8622003792049064
77,2064,F,H,0.01,0.99
82,2064,F,H,0.01,0.99
87,2064,F,H,0.01,0.99
17,2064,F,L,0.15939138413653403,0.840608615863466
22,2064,F,L,0.4145456585220849,0.5854543414779151
27,2064,F,L,0.6090676913869211,0.3909323086130789
32,2064,F,L,0.6645191047917334,0.3354808952082666
37,2064,F,L,0.6864806960530728,0.3135193039469272
42,2064,F,L,0.6944098285486361,0.3055901714513639
47,2064,F,L,0.6764905084047768,0.32350949159522324
52,2064,F,L,0.611410138864503,0.388589861135497
57,2064,F,L,0.45501256800573303,0.5449874319942669
62,2064,F,L,0.19717899261516447,0.8028210073848355
67,2064,F,L,0.06655710322686462,0.9334428967731354
72,2064,F,L,0.047345047339900435,0.9526549526600996
77,2064,F,L,0.01,0.99
82,2064,F,L,0.01,0.99
87,2064,F,L,0.01,0.99
17,2064,F,M,0.25507203874119583,0.7449279612588042
22,2064,F,M,0.5611466250652748,0.4388533749347252
27,2064,F,M,0.7377713159855345,0.26222868401446553
32,2064,F,M,0.7815156127192152,0.2184843872807848
37,2064,F,M,0.798144751275784,0.201855248724216
42,2064,F,M,0.8040558990796083,0.19594410092039172
47,2064,F,M,0.7906274906176335,0.2093725093823665
52,2064,F,M,0.739672197958744,0.26032780204125605
57,2064,F,M,0.6012279648152395,0.39877203518476045
62,2064,F,M,0.3072520244151005,0.6927479755848995
67,2064,F,M,0.11407283792699574,0.8859271620730043
72,2064,F,M,0.08235521385565717,0.9176447861443429
77,2064,F,M,0.01,0.99
82,2064,F,M,0.01,0.99
87,2064,F,M,0.01,0.99
17,2064,M,H,0.8224787687980731,0.17752123120192687
22,2064,M,H,0.8224787687980731,0.17752123120192687
27,2064,M,H,0.9106691302513311,0.08933086974866888
32,2064,M,H,0.9283713146424524,0.07162868535754763
37,2064,M,H,0.9347561987098422,0.06524380129015783
42,2064,M,H,0.9369826661199696,0.06301733388003039
47,2064,M,H,0.931892333016927,0.06810766698307302
52,2064,M,H,0.9114670849085638,0.08853291509143624
57,2064,M,H,0.8452733216802251,0.15472667831977494
62,2064,M,H,0.6164288217370131,0.3835711782629869
67,2064,M,H,0.31812933516409586,0.6818706648359041
72,2064,M,H,0.245389861620888,0.754610138379112
77,2064,M,H,0.01,0.99
82,2064,M,H,0.01,0.99
87,2064,M,H,0.01,0.99
17,2064,M,L,0.2783965147980563,0.7216034852019437
22,2064,M,L,0.5902814494269456,0.4097185505730544
27,2064,M,L,0.7601913860975397,0.23980861390246033
32,2064,M,L,0.8012034051153083,0.1987965948846917
37,2064,M,L,0.8166855633447677,0.18331443665523228
42,2064,M,L,0.8221747288031879,0.17782527119681213
47,2064,M,L,0.8096941445279832,0.19030585547201684
52,2064,M,L,0.7619821785461053,0.23801782145389472
57,2064,M,L,0.6294589432192996,0.3705410567807004
62,2064,M,L,0.33321364958418387,0.6667863504158161
67,2064,M,L,0.12669685839452197,0.8733031416054781
72,2064,M,L,0.09183300718054409,0.9081669928194559
77,2064,M,L,0.01,0.99
82,2064,M,L,0.01,0.99
87,2064,M,L,0.01,0.99
17,2064,M,M,0.41061890787399646,0.5893810921260035
22,2064,M,M,0.7223504989303212,0.2776495010696788
27,2064,M,M,0.8512895276358093,0.14871047236419066
32,2064,M,M,0.8791977188946773,0.12080228110532265
37,2064,M,M,0.8894438844866678,0.11055611551333222
42,2064,M,M,0.8930397138381778,0.10696028616182218
47,2064,M,M,0.8848360884154252,0.11516391158457484
52,2064,M,M,0.852532003341331,0.14746799665866905
57,2064,M,M,0.7541590172830455,0.24584098271695454
62,2064,M,M,0.4743565557650016,0.5256434442349984
67,2064,M,M,0.20759830069128957,0.7924016993087104
72,2064,M,M,0.1544085209278545,0.8455914790721455
77,2064,M,M,0.01,0.99
82,2064,M,M,0.01,0.99
87,2064,M,M,0.01,0.99
17,2065,F,H,0.6957403037421369,0.3042596962578631
22,2065,F,H,0.6957403037421369,0.3042596962578631
27,2065,F,H,0.8342005521651128,0.1657994478348872
32,2065,F,H,0.8648064836497784,0.1351935163502216
37,2065,F,H,0.8761012656664016,0.12389873433359844
42,2065,F,H,0.8800725490101865,0.1199274509898135
47,2065,F,H,0.8710180134511424,0.12898198654885762
52,2065,F,H,0.8355582260380334,0.16444177396196658
57,2065,F,H,0.7294555938448969,0.2705444061551031
62,2065,F,H,0.4423278398731658,0.5576721601268342
67,2065,F,H,0.18716773535814268,0.8128322646418573
72,2065,F,H,0.13829896635164887,0.8617010336483512
77,2065,F,H,0.01,0.99
82,2065,F,H,0.01,0.99
87,2065,F,H,0.01,0.99
17,2065,F,L,0.1599544565201212,0.8400455434798788
22,2065,F,L,0.41556449741332785,0.5844355025866721
27,2065,F,L,0.6100664320664433,0.3899335679335567
32,2065,F,L,0.6654539934148432,0.33454600658515676
37,2065,F,L,0.6873831753131627,0.31261682468683727
42,2065,F,L,0.6952996142377383,0.30470038576226166
47,2065,F,L,0.6774082312493148,0.3225917687506852
